passenger_count,trip_distance,payment_type,fare_amount,duration
1,2.6,Card,13.5,9.583333333333334
2,0.26,Card,5.8,4.8
2,1.0,Card,9.3,8.716666666666667
1,0.8,Cash,13.5,14.483333333333333
1,2.13,Card,18.4,20.25
1,5.0,Cash,25.4,21.266666666666666
1,3.05,Card,17.7,14.433333333333334
1,1.13,Cash,7.9,5.1
1,0.66,Card,5.1,2.316666666666667
2,3.06,Card,17.0,14.616666666666667
2,2.33,Card,17.0,17.933333333333334
1,1.6,Card,11.4,13.166666666666666
2,1.97,Cash,14.9,15.783333333333333
1,3.25,Cash,21.9,24.366666666666667
1,1.87,Card,14.9,15.583333333333334
1,1.87,Card,14.9,14.95
1,1.82,Cash,12.8,12.033333333333333
1,2.38,Card,15.6,14.433333333333334
1,2.44,Card,20.5,22.483333333333334
1,2.23,Card,13.5,11.6
2,1.39,Card,10.7,9.416666666666666
1,1.1,Card,8.6,7.55
1,0.63,Card,7.2,5.416666666666667
1,1.5,Card,11.4,10.583333333333334
1,1.33,Card,9.3,6.766666666666667
1,0.76,Card,7.2,5.75
1,1.31,Cash,12.1,12.783333333333333
2,0.97,Card,10.0,8.766666666666667
5,4.27,Card,21.9,17.066666666666666
1,2.95,Card,18.4,15.633333333333333
1,3.18,Card,21.2,19.566666666666666
2,0.28,Cash,6.5,5.833333333333333
1,4.22,Card,26.8,28.333333333333332
1,1.82,Card,12.1,11.85
1,1.0,Card,10.7,10.116666666666667
2,0.46,Card,5.1,2.8333333333333335
1,1.64,Card,12.1,12.266666666666667
1,3.2,Cash,16.3,12.4
1,0.87,Cash,5.8,3.3666666666666667
1,2.3,Card,18.4,19.9
1,0.6,Card,5.8,3.05
1,1.02,Card,7.9,6.366666666666666
1,1.51,Card,12.8,12.1
1,1.77,Cash,21.9,25.116666666666667
1,1.25,Card,10.7,9.633333333333333
1,2.07,Card,12.8,9.633333333333333
1,2.11,Card,14.2,12.166666666666666
1,1.06,Cash,7.9,5.8
1,1.8,Card,11.4,9.733333333333333
1,1.46,Card,14.2,15.316666666666666
1,3.89,Cash,21.9,20.633333333333333
2,1.04,Card,11.4,11.6
1,1.82,Card,12.8,11.716666666666667
1,2.16,Card,18.4,18.85
1,0.93,Card,10.7,11.383333333333333
1,0.87,Card,7.9,6.433333333333334
1,3.32,Card,17.0,14.116666666666667
3,2.8,Card,13.5,8.45
1,1.63,Card,19.8,22.7
1,1.4,Card,10.0,11.85
1,3.13,Card,25.4,28.216666666666665
2,2.52,Cash,15.6,15.15
1,2.1,Card,14.9,14.15
1,2.8,Card,19.1,20.283333333333335
4,5.2,Cash,24.7,16.7
1,0.85,Card,7.2,5.7
1,1.9,Card,11.4,9.933333333333334
1,1.46,Card,13.5,14.366666666666667
1,2.2,Card,12.8,12.116666666666667
1,1.3,Card,10.0,9.966666666666667
1,1.63,Card,14.9,16.933333333333334
1,1.25,Cash,8.6,6.483333333333333
1,1.09,Card,8.6,7.1
1,0.5,Cash,7.9,7.566666666666666
1,1.7,Card,11.4,11.283333333333333
1,0.81,Cash,6.5,3.8666666666666667
1,0.52,Card,6.5,4.766666666666667
1,2.6,Cash,16.3,14.583333333333334
3,2.28,Cash,17.7,19.766666666666666
1,2.11,Card,14.9,13.383333333333333
1,0.91,Card,9.3,7.35
2,2.74,Cash,19.1,18.916666666666668
1,1.3,Card,10.7,9.75
1,0.61,Cash,6.5,4.183333333333334
5,1.85,Card,12.1,9.983333333333333
1,1.18,Card,7.9,5.6
1,1.5,Card,9.3,6.633333333333334
1,2.02,Card,15.6,15.75
2,3.11,Card,23.3,25.2
1,0.7,Card,6.5,5.216666666666667
2,1.7,Cash,14.2,13.716666666666667
1,1.75,Card,12.8,12.5
1,2.08,Card,16.3,15.266666666666667
1,0.35,Card,6.5,5.9
1,1.8,Cash,12.8,11.216666666666667
1,3.9,Card,22.6,21.1
3,1.51,Card,10.7,9.0
1,2.76,Card,23.3,26.183333333333334
1,3.07,Card,19.8,20.066666666666666
1,2.62,Card,14.2,11.266666666666667
1,1.5,Card,10.0,7.333333333333333
1,1.17,Card,10.7,9.783333333333333
1,1.7,Card,11.4,10.433333333333334
1,3.51,Card,24.0,24.583333333333332
1,1.2,Card,17.0,19.883333333333333
1,1.07,Card,7.2,3.8333333333333335
1,1.05,Card,8.6,6.366666666666666
1,1.58,Card,16.3,18.566666666666666
1,1.0,Card,10.0,9.366666666666667
1,1.19,Card,12.1,12.6
1,1.09,Card,17.7,20.85
1,0.84,Card,7.9,6.783333333333333
3,2.23,Card,14.2,11.316666666666666
1,2.7,Card,14.9,13.683333333333334
1,3.44,Card,21.2,20.333333333333332
1,0.9,Card,7.2,5.566666666666666
1,2.5,Card,14.9,11.266666666666667
1,0.42,Cash,5.8,4.516666666666667
2,3.38,Card,21.2,20.5
2,1.14,Card,10.0,7.983333333333333
1,0.84,Card,7.2,5.133333333333334
1,0.96,Card,7.2,4.466666666666667
1,1.13,Card,10.0,9.716666666666667
1,2.9,Card,17.0,19.733333333333334
1,2.44,Card,19.8,21.05
1,4.31,Card,21.9,16.666666666666668
1,3.3,Card,19.1,22.816666666666666
1,1.23,Cash,18.4,21.966666666666665
1,2.8,Card,13.5,7.833333333333333
1,4.7,Card,24.0,26.733333333333334
1,0.92,Cash,7.9,6.683333333333334
1,1.07,Card,10.0,9.0
1,2.9,Card,16.3,12.15
1,0.78,Card,7.2,5.816666666666666
1,3.63,Card,19.1,15.133333333333333
2,1.93,Card,10.7,7.383333333333334
1,2.3,Card,11.4,8.85
1,0.5,Card,5.1,3.25
1,2.52,Card,24.0,27.383333333333333
1,1.86,Card,12.8,11.316666666666666
1,1.46,Card,11.4,10.733333333333333
1,1.68,Card,12.8,12.45
3,2.27,Card,16.3,16.15
1,4.02,Card,24.0,22.75
1,4.5,Card,28.2,26.033333333333335
1,1.43,Card,9.3,7.05
3,0.68,Card,5.8,3.433333333333333
2,1.53,Card,15.6,17.2
3,0.78,Card,10.0,10.15
1,1.42,Cash,10.0,7.65
2,1.18,Cash,12.1,12.3
3,1.36,Card,9.3,7.25
1,0.9,Card,8.6,7.15
2,4.16,Card,21.2,19.183333333333334
1,1.86,Card,15.6,17.333333333333332
1,4.04,Card,23.3,22.7
2,1.07,Cash,12.1,12.416666666666666
1,1.33,Card,14.2,15.033333333333333
4,3.42,Card,18.4,16.366666666666667
1,1.66,Card,10.0,7.883333333333334
1,0.75,Card,5.8,2.6333333333333333
1,0.7,Card,7.2,4.533333333333333
1,1.3,Card,7.9,5.05
1,1.57,Cash,17.0,18.55
1,1.5,Card,12.1,11.666666666666666
2,3.44,Card,17.0,12.916666666666666
1,2.3,Card,17.0,18.15
1,3.06,Cash,19.1,18.666666666666668
1,1.47,Card,14.9,15.766666666666667
1,2.07,Card,15.6,15.666666666666666
1,0.71,Card,5.1,2.0833333333333335
1,1.86,Card,14.2,13.583333333333334
1,0.9,Card,7.9,6.5
1,1.4,Card,14.2,14.466666666666667
1,1.92,Card,16.3,17.883333333333333
1,2.3,Card,17.0,20.15
1,0.87,Card,12.8,13.5
1,1.2,Card,7.2,4.066666666666666
1,1.1,Card,8.6,9.6
1,0.69,Card,7.9,7.383333333333334
1,1.36,Card,10.0,8.483333333333333
1,0.9,Card,12.1,17.066666666666666
1,4.74,Card,21.9,17.266666666666666
2,1.5,Card,13.5,13.5
2,0.74,Card,6.5,4.5
1,1.6,Card,14.2,14.85
1,1.56,Card,17.0,19.483333333333334
1,0.49,Card,5.1,2.65
1,0.82,Card,10.0,10.416666666666666
1,0.38,Card,4.4,1.8666666666666667
2,1.79,Card,13.5,13.133333333333333
1,0.99,Card,7.2,4.533333333333333
1,0.77,Card,12.8,14.266666666666667
1,2.38,Cash,19.1,20.083333333333332
1,2.8,Card,19.1,18.783333333333335
1,3.65,Card,18.4,14.716666666666667
1,2.4,Card,15.6,15.333333333333334
1,1.6,Card,11.4,9.1
1,1.46,Card,10.0,7.216666666666667
1,4.31,Card,19.8,15.95
1,0.98,Card,8.6,7.1
1,2.9,Card,18.4,16.55
1,2.14,Cash,14.9,13.95
1,1.09,Card,10.7,10.416666666666666
1,1.5,Card,10.7,7.566666666666666
1,0.65,Card,6.5,3.9
1,1.32,Card,9.3,6.783333333333333
1,1.8,Cash,12.8,11.8
1,1.6,Card,10.7,8.416666666666666
1,1.33,Card,9.3,8.183333333333334
1,0.98,Card,10.7,11.55
2,1.8,Card,13.5,11.733333333333333
1,0.86,Card,7.9,6.0
1,2.38,Card,18.4,19.116666666666667
2,1.5,Card,10.7,9.65
1,4.14,Card,26.8,27.866666666666667
1,1.0,Cash,7.9,5.733333333333333
1,2.62,Cash,13.5,9.316666666666666
1,1.8,Card,12.1,9.783333333333333
1,1.3,Card,14.2,17.733333333333334
1,2.09,Card,15.6,15.0
1,0.42,Card,6.5,5.066666666666666
1,1.09,Card,10.0,8.866666666666667
1,0.85,Card,7.9,6.3
4,2.4,Card,14.2,15.066666666666666
1,0.98,Card,7.9,5.3
1,1.6,Card,10.0,7.0
2,1.8,Card,12.1,11.066666666666666
1,1.33,Cash,11.4,10.633333333333333
1,0.6,Card,5.1,2.6333333333333333
1,1.9,Card,16.3,18.166666666666668
1,0.6,Cash,5.8,3.966666666666667
1,1.27,Card,12.8,13.633333333333333
1,3.92,Card,17.7,12.016666666666667
2,2.41,Card,18.4,19.966666666666665
1,1.8,Card,13.5,13.866666666666667
1,1.6,Card,11.4,12.15
1,4.48,Card,22.6,17.55
1,1.05,Card,10.7,9.366666666666667
2,2.81,Card,16.3,13.0
1,2.3,Card,13.5,10.65
1,0.9,Cash,11.4,12.966666666666667
2,1.26,Card,10.7,9.15
1,2.8,Card,14.2,10.05
1,0.4,Card,5.1,2.5
1,1.02,Card,8.6,6.316666666666666
1,0.76,Card,7.9,7.433333333333334
1,1.05,Card,11.4,11.066666666666666
2,1.35,Card,10.0,8.3
1,3.11,Cash,14.9,12.833333333333334
1,2.0,Card,18.4,20.116666666666667
1,3.1,Cash,19.8,18.3
2,3.65,Card,23.3,25.066666666666666
4,1.22,Card,12.1,11.466666666666667
1,1.6,Card,12.8,12.8
1,2.56,Card,16.3,15.583333333333334
1,1.23,Card,12.1,12.033333333333333
1,2.85,Card,17.0,15.333333333333334
2,0.81,Card,7.9,6.7
1,0.83,Card,7.2,5.6
1,0.64,Card,5.8,4.083333333333333
1,0.67,Card,6.5,4.35
1,2.2,Card,17.7,17.75
1,2.75,Card,24.7,28.75
1,0.88,Card,7.9,6.65
2,1.8,Card,22.6,26.6
1,1.8,Card,19.8,22.65
2,1.07,Card,9.3,8.55
1,0.96,Card,11.4,11.883333333333333
1,0.67,Card,12.1,13.116666666666667
1,1.26,Card,10.7,9.066666666666666
2,4.16,Card,24.0,21.35
1,0.95,Card,13.5,14.933333333333334
1,1.79,Card,17.0,17.683333333333334
1,1.8,Cash,13.5,13.766666666666667
1,2.14,Card,12.8,9.833333333333334
1,1.1,Card,7.2,4.833333333333333
1,1.2,Card,9.3,10.083333333333334
1,2.6,Card,22.6,24.433333333333334
1,1.45,Card,10.7,9.266666666666667
1,0.86,Card,18.4,22.316666666666666
2,1.36,Card,20.5,23.933333333333334
1,0.7,Card,6.5,4.5
1,1.73,Card,11.4,9.533333333333333
1,1.12,Card,9.3,8.133333333333333
1,1.16,Cash,8.6,5.8
1,2.3,Card,14.2,12.466666666666667
1,0.6,Card,6.5,4.216666666666667
1,0.9,Card,10.7,10.65
1,0.96,Card,9.3,8.433333333333334
1,0.87,Card,11.4,11.966666666666667
1,0.9,Card,10.0,10.9
1,2.2,Card,13.5,9.933333333333334
1,0.76,Card,8.6,7.283333333333333
3,1.2,Card,10.0,12.883333333333333
1,2.5,Card,12.1,7.15
1,1.31,Card,14.2,15.6
1,2.09,Cash,15.6,15.6
3,1.4,Card,11.4,12.116666666666667
1,1.13,Card,10.0,8.45
1,2.49,Card,13.5,10.283333333333333
1,2.56,Card,13.5,9.983333333333333
1,0.5,Card,7.9,7.733333333333333
1,0.75,Card,5.8,3.433333333333333
1,3.2,Card,19.1,17.0
1,2.73,Card,17.0,16.05
1,2.52,Card,15.6,14.583333333333334
1,1.36,Card,10.0,8.8
4,1.37,Card,8.6,6.116666666666666
2,2.31,Card,13.5,11.95
1,0.7,Cash,5.8,3.783333333333333
1,0.53,Cash,5.8,3.433333333333333
1,2.01,Card,14.9,15.566666666666666
1,1.66,Card,15.6,16.433333333333334
1,2.11,Card,20.5,23.183333333333334
4,1.42,Card,11.4,11.9
1,1.08,Card,10.0,8.783333333333333
1,2.3,Card,12.8,10.8
1,1.28,Card,12.8,13.65
2,3.53,Cash,21.9,21.716666666666665
1,1.99,Card,10.0,5.4
1,1.2,Card,9.3,7.216666666666667
2,0.47,Cash,7.2,6.166666666666667
1,3.38,Card,19.1,13.566666666666666
1,1.53,Card,9.3,6.733333333333333
1,2.25,Card,14.2,12.566666666666666
1,0.9,Card,7.2,5.25
1,2.67,Card,13.5,8.133333333333333
1,2.81,Card,19.8,20.1
2,0.6,Card,6.5,4.416666666666667
1,5.0,Cash,24.0,17.966666666666665
1,1.57,Card,10.7,9.183333333333334
1,1.25,Cash,9.3,7.316666666666666
1,4.6,Card,26.8,25.75
1,0.47,Card,6.5,5.0
1,0.57,Card,10.7,11.7
2,2.65,Card,17.0,16.333333333333332
1,2.3,Card,12.8,13.783333333333333
1,2.06,Card,16.3,17.383333333333333
1,0.44,Card,6.5,4.983333333333333
1,2.55,Card,17.0,17.266666666666666
1,2.15,Cash,12.1,9.5
1,2.9,Card,14.9,13.2
1,3.14,Card,19.1,17.933333333333334
2,1.33,Card,13.5,14.35
3,0.3,Card,7.9,7.116666666666666
1,1.9,Card,11.4,10.416666666666666
2,4.29,Card,19.8,13.333333333333334
1,1.6,Card,9.3,7.433333333333334
1,0.47,Cash,6.5,4.75
1,0.44,Cash,14.2,17.966666666666665
1,1.6,Card,10.7,9.733333333333333
1,1.3,Card,8.6,5.2
1,4.7,Card,22.6,14.483333333333333
1,1.64,Card,14.2,14.95
3,3.5,Card,17.0,14.5
1,3.34,Card,19.8,19.383333333333333
2,2.63,Card,22.6,25.133333333333333
2,3.32,Card,20.5,19.766666666666666
1,1.46,Cash,10.7,8.883333333333333
2,2.9,Card,17.0,17.716666666666665
1,1.2,Card,7.9,7.466666666666667
1,1.1,Card,9.3,10.75
5,4.89,Card,26.8,26.7
1,2.23,Card,14.2,12.416666666666666
1,1.1,Cash,9.3,9.1
1,0.37,Card,5.1,2.3833333333333333
1,0.66,Card,5.8,3.8666666666666667
1,3.09,Card,17.0,15.2
1,2.05,Card,17.7,18.983333333333334
1,1.8,Card,12.8,15.55
1,0.9,Cash,9.3,11.8
1,2.04,Card,14.2,13.4
1,3.6,Card,26.1,28.6
1,2.41,Card,14.2,11.716666666666667
1,0.26,Cash,5.8,4.433333333333334
1,2.38,Card,16.3,15.766666666666667
1,2.6,Card,15.6,16.316666666666666
1,3.2,Card,19.8,23.1
1,1.2,Card,8.6,6.583333333333333
1,0.35,Card,5.1,3.7666666666666666
1,1.0,Cash,11.4,14.666666666666666
2,2.54,Card,14.2,11.066666666666666
2,1.06,Card,7.2,5.216666666666667
2,2.54,Card,15.6,13.066666666666666
1,0.7,Card,5.1,1.9333333333333333
1,0.59,Cash,10.0,11.383333333333333
1,2.32,Card,17.0,17.0
2,3.9,Cash,21.2,16.5
1,3.36,Card,15.6,9.166666666666666
1,2.0,Cash,12.8,10.55
4,0.64,Card,6.5,4.733333333333333
3,1.35,Card,9.3,7.766666666666667
1,1.0,Card,8.6,7.1
1,0.83,Cash,6.5,3.9166666666666665
1,2.67,Cash,12.8,4.816666666666666
1,0.66,Card,7.2,5.15
2,1.4,Card,12.8,12.183333333333334
1,1.2,Cash,12.1,12.183333333333334
1,1.54,Card,11.4,9.166666666666666
2,2.77,Card,17.0,15.566666666666666
1,1.77,Card,14.2,13.8
1,1.71,Card,10.0,6.483333333333333
1,0.67,Card,5.1,2.316666666666667
1,1.1,Card,8.6,7.4
5,0.77,Card,5.8,3.55
1,1.28,Card,14.2,15.416666666666666
2,2.1,Card,12.8,11.566666666666666
1,0.4,Card,4.4,2.5166666666666666
1,3.91,Card,21.9,19.666666666666668
1,3.48,Cash,21.2,20.533333333333335
1,0.88,Card,6.5,4.166666666666667
2,3.76,Card,22.6,19.266666666666666
1,0.3,Card,5.8,4.8
1,2.01,Card,13.5,12.983333333333333
1,1.63,Card,12.8,12.3
2,2.46,Card,17.7,17.466666666666665
1,1.4,Card,12.1,15.783333333333333
2,1.39,Card,13.5,13.016666666666667
2,3.44,Card,19.1,17.15
2,0.84,Card,6.5,4.45
1,1.99,Card,9.3,4.716666666666667
2,3.9,Card,20.5,16.783333333333335
1,0.72,Card,5.8,3.8333333333333335
1,1.86,Card,12.1,9.783333333333333
1,5.02,Cash,21.9,12.216666666666667
1,2.74,Cash,16.3,15.516666666666667
1,2.46,Card,17.7,17.533333333333335
1,1.04,Card,7.9,5.933333333333334
1,1.59,Card,12.1,11.0
1,1.68,Card,11.4,8.6
3,1.2,Card,8.6,8.4
2,1.08,Card,10.7,11.383333333333333
1,0.91,Cash,6.5,3.5
2,0.8,Card,7.2,4.95
1,0.6,Card,5.8,3.566666666666667
1,1.23,Card,12.1,12.583333333333334
1,1.46,Cash,13.5,13.233333333333333
1,2.9,Card,17.7,19.3
1,0.6,Card,12.8,15.55
1,0.87,Card,7.9,6.183333333333334
1,0.51,Card,5.8,4.383333333333334
1,1.5,Card,12.8,12.833333333333334
2,3.2,Card,17.0,14.966666666666667
1,2.12,Card,12.8,9.783333333333333
5,2.37,Card,12.8,9.466666666666667
1,4.4,Card,26.8,25.366666666666667
1,4.99,Cash,21.9,11.533333333333333
2,4.78,Card,23.3,19.583333333333332
1,0.96,Card,9.3,7.933333333333334
1,2.22,Cash,13.5,11.033333333333333
1,1.12,Cash,7.2,4.716666666666667
2,1.81,Cash,17.7,19.383333333333333
1,1.73,Card,12.1,10.566666666666666
1,3.5,Card,24.0,24.583333333333332
1,3.1,Card,18.4,18.116666666666667
1,0.95,Card,7.9,6.783333333333333
2,3.57,Card,26.1,28.8
1,3.77,Card,19.8,16.333333333333332
1,4.5,Card,21.9,18.516666666666666
1,0.61,Cash,9.3,8.983333333333333
1,0.4,Cash,5.1,4.65
1,0.97,Card,6.5,3.9
1,4.33,Card,19.8,13.3
1,1.3,Card,7.9,4.116666666666666
1,0.96,Card,7.2,5.383333333333334
1,1.15,Cash,11.4,11.683333333333334
2,0.78,Card,8.6,7.033333333333333
1,4.08,Card,22.6,20.316666666666666
1,0.78,Card,7.9,7.333333333333333
1,1.14,Card,10.7,10.05
1,1.3,Card,12.1,10.866666666666667
1,2.3,Card,14.9,16.883333333333333
1,2.5,Card,17.7,18.466666666666665
4,1.25,Cash,13.5,16.1
1,1.14,Card,10.0,9.65
2,1.32,Card,12.1,11.3
1,1.0,Card,9.3,7.816666666666666
2,1.23,Card,9.3,7.216666666666667
2,4.36,Card,19.1,9.8
1,1.24,Card,12.8,14.15
1,2.22,Card,13.5,11.0
1,2.11,Card,17.7,18.116666666666667
1,1.98,Card,17.7,20.216666666666665
1,1.16,Card,17.7,20.133333333333333
4,1.5,Card,20.5,24.4
1,1.7,Card,11.4,7.316666666666666
1,0.91,Card,9.3,8.883333333333333
2,2.39,Card,19.1,19.5
1,0.78,Card,8.6,7.616666666666666
1,0.35,Card,4.4,2.2333333333333334
1,2.9,Card,17.7,20.15
4,1.0,Cash,9.3,8.9
1,1.21,Card,12.8,13.283333333333333
1,1.09,Card,9.3,7.266666666666667
1,4.78,Card,24.0,21.5
1,1.23,Card,8.6,5.766666666666667
1,2.58,Cash,19.1,18.85
1,3.42,Card,19.8,17.666666666666668
1,1.77,Card,12.1,11.55
1,2.0,Card,15.6,15.166666666666666
1,2.7,Card,17.7,16.4
1,2.13,Card,15.6,15.7
1,0.96,Card,12.8,14.216666666666667
1,2.03,Card,14.2,12.483333333333333
1,0.95,Card,13.5,14.4
1,1.4,Card,19.8,23.866666666666667
2,1.5,Card,10.7,9.666666666666666
2,1.7,Card,15.6,16.8
2,1.67,Card,13.5,13.683333333333334
2,2.36,Card,13.5,11.816666666666666
2,0.73,Card,5.8,3.5
1,1.62,Cash,8.6,5.9
1,1.3,Card,14.2,15.233333333333333
5,1.09,Card,10.0,8.816666666666666
1,1.56,Card,17.0,18.683333333333334
1,3.13,Card,14.9,7.983333333333333
1,1.69,Cash,11.4,9.766666666666667
1,0.72,Cash,5.8,3.5
1,0.5,Card,7.9,7.283333333333333
1,0.7,Card,9.3,8.883333333333333
1,0.9,Card,10.0,12.383333333333333
1,4.11,Card,23.3,20.816666666666666
1,3.88,Card,20.5,16.9
2,3.36,Cash,24.0,25.566666666666666
1,2.74,Card,21.2,22.366666666666667
2,0.9,Card,8.6,10.25
1,2.79,Card,16.3,12.883333333333333
1,1.95,Card,12.8,11.333333333333334
2,1.34,Card,10.0,8.833333333333334
1,1.25,Card,10.7,9.55
1,1.5,Card,11.4,10.183333333333334
1,1.31,Card,7.9,4.5
1,1.13,Card,9.3,8.216666666666667
1,1.56,Card,12.1,10.066666666666666
1,3.9,Card,19.1,15.666666666666666
1,0.8,Cash,7.2,7.966666666666667
1,1.57,Card,11.4,8.766666666666667
1,4.9,Card,21.9,11.65
1,0.84,Card,10.7,11.3
1,1.8,Card,21.2,23.933333333333334
1,1.46,Card,12.8,12.966666666666667
1,1.41,Cash,12.8,12.683333333333334
1,1.85,Card,17.0,19.183333333333334
1,1.1,Cash,7.9,5.05
1,1.62,Card,10.7,7.2
1,2.1,Card,17.7,19.833333333333332
3,3.1,Card,21.9,29.0
1,0.8,Card,8.6,9.25
1,0.41,Card,7.2,6.283333333333333
